ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Site,Other - Site,Wetland ID,Start time,Air temperature (C),Relative humidity (%),Wind speed (m/s),Wetland area ponded (%),Max water depth (cm),Canopy closure (%),Emergent vegetation (%),Additional notes on wetland conditions,Did you detect any amphibians?,Species 1 observed,Species 1 life stage,Other - Species 1 life stage,Species 1 sweeps to first detection,Species 2 observed,Species 2 life stage,Other - Species 2 life stage,Species 2 sweeps to first detection,Species 3 observed,Species 3 life stage,Other - Species 3 life stage,Species 3 sweeps to first detection,Species 4 observed,Species 4 life stage,Other - Species 4 life stage,Species 4 sweeps to first detection,Species 5 observed,Species 5 life stage,Other - Species 5 life stage,Species 5 sweeps to first detection,Species 6 observed,Species 6 life stage,Other - Species 6 life stage,Species 6 sweeps to first detection,Species 7 observed,Species 7 life stage,Other - Species 7 life stage,Species 7 sweeps to first detection,Species 8 observed,Species 8 life stage,Other - Species 8 life stage,Species 8 sweeps to first detection,Species 9 observed,Species 9 life stage,Other - Species 9 life stage,Species 9 sweeps to first detection,Species 10 observed,Species 10 life stage,Other - Species 10 life stage,Species 10 sweeps to first detection,Species 11 observed,Species 11 life stage,Other - Species 11 life stage,Species 11 sweeps to first detection,Species 12 observed,Species 12 life stage,Other - Species 12 life stage,Species 13 observed,Species 13 life stage,Other - Species 13 life stage,Species 13 sweeps to first detection,Species 14 observed,Species 14 life stage,Other - Species 14 life stage,Species 14 sweeps to first detection,Species 15 observed,Species 15 life stage,Other - Species 15 life stage,Species 15 sweeps to first detection,Sweeps to first dragonfly nymph detection ,Sweeps to first larval Dytiscid detection,Sweeps to first adult Dytiscid detection,Sweeps to first giant water bug detection,Sweeps to first crayfish detection,Sweeps to first mosquitofish detection,Sweeps to first sunfish detection,Sweeps to first warmouth detection,Sweeps to first [other] fish detection,End time,Total number of sweeps,Notes,Animal Detection Form,Did you check the ARD?,ARD Actions,ARD Notes,Did you dipnet the wetland?,x,y
430,d269f58c-d8e0-4a6c-8d7f-45a2ece321c7,6/19/2024 11:03:30 PM,ek30648_USG,6/19/2024 11:03:30 PM,ek30648_USG,6/18/2024 6:07:00 PM,other,josie,Alapaha River WMA,,10,14:09,31,58,1.5,90,40,51-75,75-100,,Yes,Acris gryllus,calling adult,,1,Acris gryllus,adult,,2,Rana catesbeiana,calling adult,,1,Hyla femoralis,larvae,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,14:39,94,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3621783077605,31.5287422649307
431,72351eda-8dd5-4b0d-bd5c-fe10ef4b9cdc,6/19/2024 11:03:31 PM,ek30648_USG,6/19/2024 11:03:31 PM,ek30648_USG,6/18/2024 7:05:00 PM,other,,Alapaha River WMA,,3,15:05,30,57,0.8,100,75,26-50,26-50,,Yes,Acris gryllus,calling adult,,19,Hyla femoralis,larvae,,30,Hyla gratiosa,juvenile,,53,Hyla femoralis,juvenile,,30,Eurycea quadridigitata,juvenile,,31,Rana sphenocephala,juvenile,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,30,,,,,15:35,145,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3560122909374,31.5361408454113
432,fc62972b-045e-450e-952c-56b92c03ed61,6/19/2024 11:03:49 PM,ek30648_USG,6/19/2024 11:03:49 PM,ek30648_USG,6/18/2024 8:01:00 PM,other,josie,Alapaha River WMA,,4,16:01,31,57,1.7,50,45,6-25,51-75,,Yes,Hyla gratiosa,larvae,,2,Eurycea quadridigitata,larvae,,3,Hyla femoralis,juvenile,,20,Acris gryllus,adult,,25,Acris gryllus,calling adult,,27,Rana sphenocephala,larvae,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,27,,,3,,53,,38,16:33,79,"other fish: catfish 
sunfish: banded sunfish ",,Yes,"Changed_batteries,Changed_SD_card",dead ,Yes,-83.3486165704386,31.5353485093597
433,c17df5d1-424d-4a74-a4a8-f852b336ca72,6/19/2024 11:03:50 PM,ek30648_USG,6/19/2024 11:03:50 PM,ek30648_USG,6/18/2024 8:38:00 PM,"Eva_Kerr,other",,Alapaha River WMA,,18,16:53,31,62,0.5,90,50,6-25,6-25,,Yes,Rana sphenocephala,larvae,,2,Acris gryllus,larvae,,5,Hyla gratiosa,juvenile,,26,Notophthalmus perstriatus,larvae,,34,Eurycea quadridigitata,larvae,,43,Acris gryllus,adult,,43,Acris gryllus,calling adult,,69,Hyla gratiosa,larvae,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,50,,,,,,,17:23,108,,,Yes,Changed_SD_card,"
",Yes,-83.3682944511914,31.5201610274771
434,435dec80-976f-491b-a94c-8fb2e341950a,6/19/2024 11:03:52 PM,ek30648_USG,6/19/2024 11:03:52 PM,ek30648_USG,6/18/2024 10:25:00 PM,other,,Alapaha River WMA,,15,18:26,31,53,1.2,80,70,6-25,51-75,,Yes,Acris gryllus,calling adult,,8,Rana clamitans,calling adult,,25,Acris gryllus,adult,,25,Hyla gratiosa,larvae,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,2,,,,,,,18:58,138,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.7078505110052,31.8126353036982
452,05161986-8e99-4c69-8416-455dbe8e733f,6/24/2024 8:59:40 PM,jas16028_USG,6/24/2024 8:59:40 PM,jas16028_USG,6/18/2024 2:53:00 PM,"other,Jade_Samples",Jordan,Alapaha River WMA,,42,10:53,31,63,1.9,80,58,51-75,51-75,,Yes,Acris gryllus,calling adult,,1,Hyla chrysoscelis,larvae,,20,Hyla femoralis,larvae,,30,Rana sphenocephala,larvae,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,48,17,28,,,,,11:23,73,,,Yes,Changed_SD_card,,Yes,-83.3418542426856,31.4974358165931
453,996020b2-ba1f-4e73-bf84-0346c8d507f5,6/24/2024 8:59:49 PM,jas16028_USG,6/24/2024 8:59:49 PM,jas16028_USG,6/18/2024 3:36:00 PM,"Jade_Samples,other",Jordan Baron,Alapaha River WMA,,41,11:48,30,64,3.1,45,55,75-100,26-50,,Yes,Acris gryllus,calling adult,,1,Rana sphenocephala,larvae,,1,Hyla femoralis,larvae,,11,Hyla chrysoscelis,larvae,,16,Gastrophryne carolinensis,larvae,,71,Hyla gratiosa,larvae,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,23,24,,,,,,12:19,100,,,Yes,Changed_SD_card,,Yes,-83.3475467303338,31.4991317581623
454,50482ffa-d629-44e2-8737-9f757ad64380,6/24/2024 8:59:58 PM,jas16028_USG,6/24/2024 8:59:58 PM,jas16028_USG,6/18/2024 5:01:00 PM,"Jade_Samples,other",Jordan baron ,Alapaha River WMA,,39,13:01,30,61,2.9,60,52,26-50,51-75,,Yes,Hyla chrysoscelis,larvae,,1,Hyla gratiosa,larvae,,11,Acris gryllus,calling adult,,13,Acris gryllus,larvae,,20,Hyla femoralis,juvenile,,86,Hyla gratiosa,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,13:31,93,,,Yes,Changed_SD_card,,Yes,-83.3594053611936,31.4974334696602
455,34955f21-03ae-436a-a441-66535fee4619,6/24/2024 9:00:01 PM,jas16028_USG,6/24/2024 9:00:01 PM,jas16028_USG,6/18/2024 5:43:00 PM,"Jade_Samples,other",Jordan,Alapaha River WMA,,43,13:59,32,57,1.2,90,54,6-25,75-100,,Yes,Hyla gratiosa,larvae,,3,Hyla femoralis,larvae,,10,Hyla gratiosa,juvenile,,16,Acris gryllus,calling adult,,28,Acris gryllus,adult,,28,Hyla squirella,adult,,55,Hyla femoralis,juvenile,,57,Rana catesbeiana,calling adult,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,,,,,,,14:29,88,Water scorpion 66,,Yes,Changed_SD_card,,Yes,-83.3597412703382,31.4946504294544
456,a89e2e83-4b61-4b9b-88aa-540e632dfb2a,6/24/2024 9:00:04 PM,jas16028_USG,6/24/2024 9:00:04 PM,jas16028_USG,6/18/2024 6:47:00 PM,"Jade_Samples,other",Jordan baron ,Alapaha River WMA,,34,14:49,31,56,3.2,70,49,26-50,75-100,,Yes,Hyla femoralis,larvae,,1,Rana sphenocephala,larvae,,3,Acris gryllus,calling adult,,6,Hyla femoralis,juvenile,,7,Hyla gratiosa,larvae,,10,Acris gryllus,larvae,,27,Hyla femoralis,juvenile,,43,Hyla chrysoscelis,juvenile,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,,,,,,,15:19,66,Water scorpion ,,Yes,Changed_SD_card,,Yes,-83.3620958530089,31.5038806458143
458,c1529e24-ac20-4ae2-b1d6-64aef848cd60,6/24/2024 9:00:14 PM,jas16028_USG,6/24/2024 9:00:14 PM,jas16028_USG,6/18/2024 8:30:00 PM,"Jade_Samples,other",Jordan baron,Alapaha River WMA,,31,16:33,31,55,2.4,90,57,75-100,75-100,,Yes,Acris gryllus,calling adult,,1,Hyla chrysoscelis,larvae,,1,Hyla gratiosa,larvae,,1,Rana sphenocephala,larvae,,13,Rana grylio,larvae,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,43,20,45,,,,,,17:03,76,Saw NEFAS,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.347094326704,31.5143929547109
478,1866783b-e66b-468e-9110-6cd21ddbfcb0,6/25/2024 4:04:17 PM,agc93487_USG,6/25/2024 4:04:17 PM,agc93487_USG,6/18/2024 3:36:00 PM,other,"Andie Crenshaw , Ellie Bond",Alapaha River WMA,,41,11:48,30,64,3.1,45,40,75-100,26-50,,Yes,Acris gryllus,calling adult,,1,Hyla femoralis,larvae,,1,Hyla chrysoscelis,larvae,,22,Rana sphenocephala,adult,,51,Rana sphenocephala,larvae,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,39,67,,,,,12:20,72,,,Yes,Changed_SD_card,,Yes,-83.3433907291751,31.4995332880621
479,c6c2dd76-a3f1-4bcc-a898-7d23f1c3f596,6/25/2024 4:04:19 PM,agc93487_USG,6/25/2024 4:04:19 PM,agc93487_USG,6/18/2024 5:59:00 PM,other,Andie Crenshaw and Ellie Bond,Alapaha River WMA,,43,13:59,32,57,1.2,90,53,6-25,75-100,,Yes,Hyla gratiosa,larvae,,1,Hyla femoralis,larvae,,17,Acris gryllus,calling adult,,21,Rana catesbeiana,calling adult,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,14:29,72,,,Yes,Changed_SD_card,,Yes,-83.3578732992142,31.4946987244402
480,3dcb26a6-f973-49c8-ba90-903694b8d7ea,6/25/2024 4:05:06 PM,agc93487_USG,6/25/2024 4:05:06 PM,agc93487_USG,6/18/2024 7:40:00 PM,other,Andie Crenshaw and Ellie bond,Alapaha River WMA,,30,15:45,34,54,1.6,40,50,26-50,75-100,,Yes,Acris gryllus,calling adult,,1,Rana sphenocephala,larvae,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,,,,16:14,77,,,Yes,Changed_SD_card,,Yes,-83.3469833167417,31.5164039768125
481,fdfdc81f-fc64-4f40-afb6-15e7492358fe,6/25/2024 4:06:15 PM,agc93487_USG,6/25/2024 4:06:15 PM,agc93487_USG,6/18/2024 9:18:00 PM,other,Andie Crenshaw and Ellie bond,Alapaha River WMA,,32,17:21,34,50,2.6,75,43,75-100,6-25,,Yes,Hyla femoralis,larvae,,2,Acris gryllus,calling adult,,2,Gastrophryne carolinensis,larvae,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,17,1,,,,,,,17:51,91,,,Yes,Changed_SD_card,,Yes,-83.3535593813439,31.5091108219245
482,d9339c87-1cbb-4dfa-8ba1-bec12f045a69,6/26/2024 6:20:42 PM,kfh39602_USG,6/26/2024 6:20:42 PM,kfh39602_USG,6/18/2024 2:53:00 PM,"Kristina_Hefferle,other",,Alapaha River WMA,,29,10:57,30,68,1.3,40,40,6-25,75-100,,Yes,Hyla femoralis,larvae,,2,Acris gryllus,larvae,,4,Rana sphenocephala,larvae,,10,Acris gryllus,adult,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,29,45,,,,11:28,57,,,Yes,Changed_SD_card,,Yes,-83.3540748791493,31.5161277206476
483,552fbcae-8a96-48bc-a225-5d1043399a12,6/26/2024 6:20:48 PM,kfh39602_USG,6/26/2024 6:20:48 PM,kfh39602_USG,6/18/2024 4:31:00 PM,Kristina_Hefferle,,Alapaha River WMA,,20,12:31,30,61,0.7,80,45,6-25,75-100,,Yes,Acris gryllus,calling adult,,1,Scaphiopus holbrookii,larvae,,4,Hyla femoralis,larvae,,4,Hyla gratiosa,larvae,,20,Rana sphenocephala,larvae,,76,Hyla gratiosa,juvenile,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,13:01,98,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3565914212954,31.5225328694834
484,53a05371-6226-4f6c-a936-408b6ccbb484,6/26/2024 6:20:53 PM,kfh39602_USG,6/26/2024 6:20:53 PM,kfh39602_USG,6/18/2024 5:13:00 PM,Kristina_Hefferle,,Alapaha River WMA,,8,13:16,31,62,0.6,75,53,51-75,26-50,,Yes,Acris gryllus,calling adult,,1,Hyla femoralis,larvae,,4,Acris gryllus,adult,,19,Gastrophryne carolinensis,larvae,,33,Hyla gratiosa,larvae,,50,Hyla squirella,juvenile,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,1,32,,,,,,13:47,66,,,Yes,"Changed_SD_card,Changed_batteries",ARD dead on arrival ,Yes,-83.3590308794581,31.5264778407823
485,d1f983b5-6bb9-4816-84cc-e8c7171c739a,6/26/2024 6:20:54 PM,kfh39602_USG,6/26/2024 6:20:54 PM,kfh39602_USG,6/18/2024 6:05:00 PM,Kristina_Hefferle,,Alapaha River WMA,,10,14:16,31,58,1.5,90,80,51-75,26-50,,Yes,Acris gryllus,calling adult,,1,Rana clamitans,calling adult,,1,Rana catesbeiana,calling adult,,1,Acris gryllus,larvae,,41,Hyla gratiosa,larvae,,51,Hyla femoralis,larvae,,78,Rana sphenocephala,larvae,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,39,45,,,,,,,14:46,126,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3622954641394,31.5305180718168
486,d4debaa4-49fa-4e62-a199-43268ccc9d0e,6/26/2024 6:21:00 PM,kfh39602_USG,6/26/2024 6:21:00 PM,kfh39602_USG,6/18/2024 7:06:00 PM,Kristina_Hefferle,,Alapaha River WMA,,3,15:06,30,57,0.8,100,45,26-50,26-50,,Yes,Acris gryllus,calling adult,,1,Hyla femoralis,larvae,,51,Rana sphenocephala,larvae,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,19,,5,,,,,15:41,66,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3557241467321,31.5360394490457
487,2d80a909-7a6f-4d7d-9818-0d908f0b0466,6/26/2024 6:21:03 PM,kfh39602_USG,6/26/2024 6:21:03 PM,kfh39602_USG,6/18/2024 8:01:15 PM,Kristina_Hefferle,,Alapaha River WMA,,4,16:01,31,57,1.7,50,35,6-25,51-75,,Yes,Hyla femoralis,larvae,,20,Hyla femoralis,juvenile,,31,Eurycea quadridigitata,larvae,,31,Acris gryllus,adult,,57,Acris gryllus,calling adult,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,17,19,27,,,,16:31,116,,,Yes,"Changed_SD_card,Changed_batteries",Battery was dead on arrival,Yes,-83.3489234896976,31.5354054027527
488,73b015a1-8712-49d4-9118-b1d0e77b0f1f,6/26/2024 6:21:08 PM,kfh39602_USG,6/26/2024 6:21:08 PM,kfh39602_USG,6/18/2024 8:53:00 PM,Kristina_Hefferle,,Alapaha River WMA,,18,16:54,31,62,0.5,90,80,6-25,6-25,,Yes,Hyla gratiosa,larvae,,10,Acris gryllus,calling adult,,24,Notophthalmus perstriatus,larvae,,30,Acris gryllus,larvae,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,3,,,,,,,17:28,57,,,Yes,Changed_SD_card,,Yes,-83.3678830786561,31.5202708950236
528,45f4bde2-0ad9-4219-9601-40ac71781dcb,7/19/2024 8:37:18 PM,ek30648_USG,7/19/2024 8:37:18 PM,ek30648_USG,7/19/2024 2:46:00 PM,other,josie,Alapaha River WMA,,23,10:47,31,71,0.9,50,35,75-100,6-25,,Yes,Acris gryllus,calling adult,,2,Rana grylio,larvae,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,8,,14,,1,,41,11:17,74,,,Yes,Retrieved_ARD_unit,,Yes,-83.3584749034111,31.5163583382848
529,ac4e31f8-9d60-4786-8520-a4424544323e,7/19/2024 8:37:30 PM,ek30648_USG,7/19/2024 8:37:30 PM,ek30648_USG,7/19/2024 1:03:00 PM,Eva_Kerr,,Alapaha River WMA,,42,09:06,28,81,0,10,30,26-50,6-25,,Yes,Hyla chrysoscelis,juvenile,,1,Hyla femoralis,calling adult,,5,Rana grylio,larvae,,21,Hyla gratiosa,larvae,,17,Rana sphenocephala,larvae,,20,Hyla chrysoscelis,larvae,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,2,,,,,,,,,Yes,Retrieved_ARD_unit,,Yes,-83.3423876670034,31.497028707556
530,591bd1ef-4ab3-42d6-bed2-0c05ea120c04,7/19/2024 8:37:31 PM,ek30648_USG,7/19/2024 8:37:31 PM,ek30648_USG,7/19/2024 1:49:00 PM,Eva_Kerr,,Alapaha River WMA,,29,09:51,30,76,0,80,40,6-25,75-100,,Yes,Hyla chrysoscelis,larvae,,1,Acris gryllus,calling adult,,11,Pseudacris ocularis,calling adult,,12,Rana sphenocephala,larvae,,24,Hyla femoralis,calling adult,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,2,3,,,,,10:21,81,,,Yes,Retrieved_ARD_unit,,Yes,-83.3534627995566,31.5156412522003
531,3b001b7a-4f22-4320-8022-0fcc3746fc78,7/19/2024 8:37:34 PM,ek30648_USG,7/19/2024 8:37:34 PM,ek30648_USG,7/19/2024 3:37:00 PM,other,josie,Alapaha River WMA,,20,11:27,31,68,1,85,40,51-75,75-100,,Yes,Acris gryllus,calling adult,,1,Acris gryllus,larvae,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,12:07,107,,,Yes,Retrieved_ARD_unit,,Yes,-83.3568903597001,31.5229012301427
532,12d6a421-4f0a-451e-a4e0-167710b25a82,7/19/2024 8:37:38 PM,ek30648_USG,7/19/2024 8:37:38 PM,ek30648_USG,7/19/2024 4:18:00 PM,other,josie,Alapaha River WMA,,8,12:19,33,68,0,85,45,51-75,75-100,,Yes,Acris gryllus,calling adult,,1,Hyla gratiosa,juvenile,,1,Acris gryllus,larvae,,75,Gastrophryne carolinensis,egg,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,17,,,,,,,12:49,98,,,Yes,Retrieved_ARD_unit,,Yes,-83.3590643140069,31.5262904849178
533,cd39c591-c685-4262-bbf1-bbdfc8ffbde0,7/19/2024 8:37:38 PM,ek30648_USG,7/19/2024 8:37:38 PM,ek30648_USG,7/19/2024 2:40:00 PM,Eva_Kerr,,Alapaha River WMA,,23,10:46,31,71,0.9,50,35,75-100,6-25,,Yes,Acris gryllus,calling adult,,5,Rana grylio,larvae,,10,Hyla femoralis,juvenile,,57,Acris gryllus,larvae,,64,Hyla femoralis,larvae,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,37,1,65,,33,,,11:16,78,Pygmy sun,,Yes,Retrieved_ARD_unit,,Yes,-83.356797918755,31.5163671830963
534,db5a96f4-6155-459b-a3db-b3579d804aeb,7/19/2024 8:37:39 PM,ek30648_USG,7/19/2024 8:37:39 PM,ek30648_USG,7/19/2024 5:04:00 PM,other,josie,Alapaha River WMA,,10,13:04,33,66,4,100,55,75-100,6-25,,Yes,Gastrophryne carolinensis,egg,,1,Acris gryllus,calling adult,,2,Acris gryllus,larvae,,11,Rana clamitans,calling adult,,21,Hyla gratiosa,larvae,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,13:35,94,,,Yes,Retrieved_ARD_unit,,Yes,-83.3622295049402,31.5288953830476
535,8b6e4ef7-df26-4f6a-a3f9-8b3f40b649c5,7/19/2024 8:37:39 PM,ek30648_USG,7/19/2024 8:37:39 PM,ek30648_USG,7/19/2024 5:04:00 PM,Eva_Kerr,,Alapaha River WMA,,10,13:04,33,66,4,100,50,75-100,6-25,,Yes,Gastrophryne carolinensis,egg,,1,Acris gryllus,calling adult,,6,Hyla gratiosa,larvae,,7,Acris gryllus,larvae,,16,Hyla gratiosa,juvenile,,59,Rana clamitans,calling adult,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,18,1,,9,,,,13:34,77,,,Yes,Retrieved_ARD_unit,,Yes,-83.3622222693472,31.5288526879085
536,b7bf356c-93ee-47fa-9dff-10f9877c2eb3,7/19/2024 8:37:40 PM,ek30648_USG,7/19/2024 8:37:40 PM,ek30648_USG,7/19/2024 6:03:00 PM,"Vanessa_Terrell,other",josie,Alapaha River WMA,,4,14:03,31,100,0,70,45,6-25,75-100,,Yes,Hyla femoralis,calling adult,,1,Acris gryllus,calling adult,,2,Rana sphenocephala,calling adult,,20,Gastrophryne carolinensis,egg,,23,Pseudacris ocularis,calling adult,,44,Acris gryllus,adult,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,14:35,72,,,Yes,Retrieved_ARD_unit,,Yes,-83.3485622106975,31.5353460698204
537,63e37f93-726b-4d2b-9297-41ee656d2191,7/19/2024 8:37:40 PM,ek30648_USG,7/19/2024 8:37:40 PM,ek30648_USG,7/19/2024 6:50:00 PM,other,josie,Alapaha River WMA,,3,14:52,29,100,0,81,70,51-75,51-75,,Yes,Acris gryllus,calling adult,,1,Acris gryllus,larvae,,5,Pseudacris ocularis,calling adult,,5,Hyla gratiosa,larvae,,17,Hyla chrysoscelis,larvae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,7,,,,,15:21,81,,,Yes,Retrieved_ARD_unit,,Yes,-83.3560135746732,31.5361086846924
538,381c0241-9b60-47d6-88ad-dfe7ebd0ec78,7/19/2024 8:37:41 PM,ek30648_USG,7/19/2024 8:37:41 PM,ek30648_USG,7/19/2024 7:40:00 PM,other,josie,Alapaha River WMA,,18,15:40,28,84,0.9,90,55,6-25,6-25,,Yes,Acris gryllus,calling adult,,1,Hyla gratiosa,larvae,,69,Acris gryllus,adult,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,81,,,,,,16:11,95,,,Yes,Retrieved_ARD_unit,,Yes,-83.3673552901219,31.5199204497944
539,73a3333e-457b-4a86-98fc-21a10e7eb59b,7/19/2024 8:37:48 PM,ek30648_USG,7/19/2024 8:37:48 PM,ek30648_USG,7/19/2024 6:46:00 PM,Eva_Kerr,,Alapaha River WMA,,3,14:50,29,100,0,100,70,51-75,51-75,,Yes,Acris gryllus,calling adult,,4,Hyla femoralis,larvae,,68,Hyla gratiosa,juvenile,,88,Rana grylio,larvae,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,8,,,,,,15:21,927,,,Yes,Retrieved_ARD_unit,,Yes,-83.3554226418762,31.53441569146
540,d7c35783-74eb-4246-9b58-f973d785962b,7/19/2024 8:37:53 PM,kfh39602_USG,7/19/2024 8:37:53 PM,kfh39602_USG,7/19/2024 3:37:00 PM,Kristina_Hefferle,,Alapaha River WMA,,20,11:37,31,68,1,85,45,51-75,75-100,,Yes,Acris gryllus,calling adult,,48,Hyla gratiosa,larvae,,96,Acris gryllus,juvenile,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,,50,,,,,,12:08,135,,,Yes,Retrieved_ARD_unit,,Yes,-83.35686344725,31.5229843497089
541,ed37f28e-6365-4f5f-8b73-6eb389aff71e,7/19/2024 8:37:59 PM,kfh39602_USG,7/19/2024 8:37:59 PM,kfh39602_USG,7/19/2024 4:18:00 PM,Kristina_Hefferle,,Alapaha River WMA,,8,12:18,33,68,0,85,70,51-75,75-100,,Yes,Acris gryllus,calling adult,,5,Hyla gratiosa,larvae,,15,Rana sphenocephala,adult,,45,Hyla femoralis,larvae,,64,Acris gryllus,adult,,95,Gastrophryne carolinensis,egg,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,48,9,,,,,,12:49,117,,,Yes,Retrieved_ARD_unit,,Yes,-83.3585896174533,31.5264148454835
542,1a990444-30c4-4388-8c95-7681900dc202,7/19/2024 8:38:09 PM,kfh39602_USG,7/19/2024 8:39:03 PM,kfh39602_USG,7/19/2024 6:00:00 PM,Kristina_Hefferle,,Alapaha River WMA,,4,14:03,31,100,0,70,50,26-50,75-100,Raining,Yes,Hyla femoralis,calling adult,,1,Rana sphenocephala,egg,,5,Acris gryllus,calling adult,,24,Rana sphenocephala,calling adult,,26,Pseudacris ocularis,calling adult,,58,Acris gryllus,juvenile,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,14:34,109,,,Yes,Retrieved_ARD_unit,,Yes,-83.3485631334918,31.5353595976839
543,6d4760b6-1543-4c9e-9aa6-8930e1210720,7/19/2024 8:38:22 PM,kfh39602_USG,7/19/2024 8:39:04 PM,kfh39602_USG,7/19/2024 7:39:00 PM,Kristina_Hefferle,,Alapaha River WMA,,18,15:41,28,84,0.9,90,55,6-25,6-25,,Yes,Acris gryllus,calling adult,,,Hyla gratiosa,larvae,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,28,,,,,,16:12,115,,,Yes,Retrieved_ARD_unit,,Yes,-83.3673118768312,31.5198704301502
544,b6531ac4-2cd9-428e-bdf4-6c9c0bbe19aa,7/20/2024 1:04:28 AM,prh01934_USG,7/20/2024 1:04:28 AM,prh01934_USG,7/19/2024 1:06:00 PM,other,Paul H,Alapaha River WMA,,42,09:07,28,81,0,10,30,0-5,6-25,,Yes,Hyla chrysoscelis,juvenile,,0,Rana sphenocephala,larvae,,31,Rana grylio,larvae,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,18,,,,,09:35,65,,,Yes,Retrieved_ARD_unit,,Yes,-83.3421323869719,31.4971111110596
